class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
0,0.34443360567092896,0.5294674038887024,-0.03789399191737175,0.9995402097702026,0.3338438868522644,0.5369606018066406,-0.02876594103872776,0.9991220831871033,0.3336215615272522,0.5387973785400391,-0.02882610820233822,0.9985546469688416,0.33347049355506897,0.5406666994094849,-0.028885262086987495,0.9991911053657532,0.33348754048347473,0.5376312136650085,-0.057519640773534775,0.9992450475692749,0.33296555280685425,0.5399423241615295,-0.057496510446071625,0.9991567134857178,0.3324597477912903,0.5422985553741455,-0.05746921896934509,0.9990819692611694,0.3364211320877075,0.5575381517410278,0.03192286193370819,0.9991925358772278,0.3352639079093933,0.5598042607307434,-0.10081993043422699,0.9992846846580505,0.35107165575027466,0.5361912250518799,-0.0124105429276824,0.9974969029426575,0.35026708245277405,0.5369502305984497,-0.05092967301607132,0.9976521134376526,0.3768417239189148,0.5612164735794067,0.1122114434838295,0.999326229095459,0.3679218888282776,0.5896062850952148,-0.15122202038764954,0.9990034699440002,0.4226576089859009,0.5345706343650818,0.2338968962430954,0.013933680020272732,0.3366268575191498,0.5549532175064087,-0.28754743933677673,0.9891480803489685,0.46473458409309387,0.5203108787536621,0.2658231258392334,0.0438804030418396,0.32534724473953247,0.5476577877998352,-0.2772962152957916,0.7441828846931458,0.4716498851776123,0.51242995262146,0.2797265648841858,0.07674860209226608,0.323999285697937,0.5543615221977234,-0.3003387451171875,0.6267005801200867,0.47057202458381653,0.5131591558456421,0.253609299659729,0.0859765037894249,0.33097538352012634,0.5523912906646729,-0.2805109918117523,0.5888239741325378,0.4693271219730377,0.5193592309951782,0.2551858127117157,0.09037654101848602,0.3321441411972046,0.5514877438545227,-0.27074506878852844,0.5617649555206299,0.5064890384674072,0.5607351660728455,0.09014870226383209,0.9999631643295288,0.5045263767242432,0.5676756501197815,-0.09022951126098633,0.9998629093170166,0.6019798517227173,0.5505615472793579,0.08609580248594284,0.7398645281791687,0.5691770911216736,0.4538061022758484,-0.0996437817811966,0.9935755133628845,0.694560170173645,0.5632811784744263,0.11671680957078934,0.9350460171699524,0.5906649827957153,0.5899012088775635,0.01818053238093853,0.9898290038108826,0.7062591314315796,0.5819322466850281,0.11790478974580765,0.9188172817230225,0.5810149312019348,0.6176068782806396,0.0308714359998703,0.9700865149497986,0.710349977016449,0.5289781093597412,0.08948839455842972,0.9548907279968262,0.6292580366134644,0.6029475927352905,0.0436684750020504,0.9854443669319153
0,0.28757673501968384,0.5810979604721069,-0.45727887749671936,0.9999179840087891,0.27021804451942444,0.5864560008049011,-0.4476594030857086,0.999821126461029,0.2658427357673645,0.5810972452163696,-0.4476897716522217,0.9997497200965881,0.26123011112213135,0.5767019987106323,-0.4478033483028412,0.9997358918190002,0.2832868695259094,0.6060497164726257,-0.4569753408432007,0.9999303817749023,0.2874384820461273,0.6136403679847717,-0.4570096731185913,0.9999380111694336,0.2911241054534912,0.6208105683326721,-0.45706379413604736,0.9999446868896484,0.25680506229400635,0.5737149119377136,-0.3205419182777405,0.9997158646583557,0.29784268140792847,0.6318660974502563,-0.3568243086338043,0.9999117851257324,0.2932766377925873,0.5597509741783142,-0.4025370478630066,0.9997873902320862,0.30794021487236023,0.5813901424407959,-0.41273969411849976,0.9998981952667236,0.28585419058799744,0.5155059099197388,-0.1438477784395218,0.9992710947990417,0.3725334703922272,0.6169209480285645,-0.329120010137558,0.9999423027038574,0.3660026788711548,0.5186641812324524,0.12996558845043182,0.5206246376037598,0.48316895961761475,0.6583876013755798,-0.36289700865745544,0.9957433342933655,0.43244391679763794,0.48125219345092773,0.3522026836872101,0.575057864189148,0.5719704031944275,0.7256327867507935,-0.4012254476547241,0.993863582611084,0.44481247663497925,0.4692542850971222,0.3956553637981415,0.4933167099952698,0.5985637307167053,0.750943124294281,-0.40192824602127075,0.983893632888794,0.45082274079322815,0.4729558825492859,0.37766334414482117,0.5067880749702454,0.5966932773590088,0.7526190876960754,-0.4286978840827942,0.9852500557899475,0.45148587226867676,0.47769924998283386,0.35073816776275635,0.5445166826248169,0.5894383192062378,0.7414690256118774,-0.4100535213947296,0.9852708578109741,0.5231219530105591,0.4767443835735321,0.06551187485456467,0.9984686970710754,0.5440216064453125,0.5597508549690247,-0.0658898875117302,0.9994866847991943,0.637612521648407,0.3987034559249878,-0.014581521041691303,0.9283304214477539,0.6873365044593811,0.5282453298568726,-0.04024329409003258,0.9537865519523621,0.7169592380523682,0.5934301018714905,0.10802564024925232,0.8669120073318481,0.8378329873085022,0.5130464434623718,0.0004385806096252054,0.9762376546859741,0.7123823165893555,0.6380438804626465,0.12256720662117004,0.8263168931007385,0.8582446575164795,0.5344511866569519,0.006626602727919817,0.9183217883110046,0.788030207157135,0.6067326664924622,0.11871862411499023,0.8866804242134094,0.8939498066902161,0.464880108833313,-0.06057269871234894,0.9727466106414795
0,0.2784317433834076,0.591040313243866,-0.3551424741744995,0.9998236298561096,0.2712717056274414,0.5579572916030884,-0.36414632201194763,0.999845027923584,0.27485552430152893,0.549392819404602,-0.3641183376312256,0.99982088804245,0.2794014811515808,0.539087176322937,-0.36432328820228577,0.999842643737793,0.2653577923774719,0.5701888799667358,-0.33178412914276123,0.9996015429496765,0.26434651017189026,0.5711269378662109,-0.3319427967071533,0.9995949864387512,0.2634824514389038,0.5718803405761719,-0.33190205693244934,0.9997482895851135,0.30569490790367126,0.5028429627418518,-0.36243873834609985,0.9995822310447693,0.2805052697658539,0.5467914342880249,-0.2178238332271576,0.9997581839561462,0.30568015575408936,0.5942499041557312,-0.34969639778137207,0.9996438026428223,0.29657745361328125,0.6068413853645325,-0.3081497251987457,0.9996166229248047,0.4588887095451355,0.4760347306728363,-0.34986087679862976,0.999640703201294,0.35360419750213623,0.5048413872718811,-0.09892656654119492,0.9993509650230408,0.6324270367622375,0.4350507855415344,-0.3755810856819153,0.9880083799362183,0.32225194573402405,0.550874650478363,0.12237674742937088,0.35642561316490173,0.5611974596977234,0.6373264789581299,-0.44479456543922424,0.9628857970237732,0.18519103527069092,0.6238835453987122,0.2830582857131958,0.6943222284317017,0.5344254374504089,0.677550733089447,-0.49133577942848206,0.9280814528465271,0.15934628248214722,0.6424385905265808,0.27638572454452515,0.6871716380119324,0.5125584006309509,0.6728051900863647,-0.47771361470222473,0.9350265860557556,0.16159099340438843,0.6402420997619629,0.2624618113040924,0.6916810274124146,0.5152808427810669,0.6612919569015503,-0.4427560567855835,0.9121861457824707,0.17246252298355103,0.6356559991836548,0.2764209806919098,0.7070711851119995,0.6996750831604004,0.4148953855037689,-0.10101009905338287,0.9989770650863647,0.6448172330856323,0.4015055298805237,0.10089650750160217,0.9970020651817322,0.8433585166931152,0.25936776399612427,0.10581351816654205,0.9252952933311462,0.7835977077484131,0.26907768845558167,0.29382625222206116,0.2980247139930725,0.9261566400527954,0.08736374974250793,0.23486579954624176,0.9506181478500366,0.8439251780509949,0.12867525219917297,0.501134991645813,0.3428403437137604,0.9242507815361023,0.06313389539718628,0.2528638243675232,0.9189959764480591,0.8637341856956482,0.09024655818939209,0.5242108702659607,0.445991188287735,0.9528629779815674,0.10638722777366638,0.22311978042125702,0.8808025121688843,0.9130575060844421,0.08878237009048462,0.5477551817893982,0.4918232262134552
0,0.7308619022369385,0.6461200714111328,-0.09869005531072617,0.9818958044052124,0.7474732398986816,0.6310922503471375,-0.15629340708255768,0.9867967367172241,0.7522878646850586,0.6216093301773071,-0.15634596347808838,0.9887917041778564,0.7558122873306274,0.6156985759735107,-0.15639688074588776,0.9885115623474121,0.7357494831085205,0.642240583896637,-0.15165041387081146,0.986965537071228,0.7323980331420898,0.6438776850700378,-0.15169793367385864,0.9886781573295593,0.7278624773025513,0.6489536762237549,-0.15182173252105713,0.9895691275596619,0.7503823041915894,0.5943954586982727,-0.29810914397239685,0.9922826886177063,0.7163650989532471,0.6415735483169556,-0.27678629755973816,0.9929203391075134,0.7217637896537781,0.6306372284889221,-0.13319452106952667,0.9867673516273499,0.7128564119338989,0.6417038440704346,-0.12656660377979279,0.9815638065338135,0.70283043384552,0.4887605309486389,-0.2506551444530487,0.9966501593589783,0.5762042999267578,0.6584441661834717,-0.26198551058769226,0.9941264390945435,0.7252146005630493,0.4144551157951355,-0.08740445971488953,0.4607548713684082,0.4317699372768402,0.7725933194160461,-0.1000240370631218,0.9742763638496399,0.8337849378585815,0.541647732257843,0.05688215419650078,0.7127605676651001,0.5696210861206055,0.7942182421684265,0.0033576737623661757,0.9404378533363342,0.8655122518539429,0.562101423740387,0.05463164672255516,0.7421717047691345,0.5995129346847534,0.8447629809379578,-0.018091686069965363,0.9301836490631104,0.842718780040741,0.57279372215271,0.031033169478178024,0.7325690984725952,0.6218175888061523,0.8044260144233704,-0.0359579436480999,0.9297564625740051,0.8252710103988647,0.5716915130615234,0.054214682430028915,0.7065505981445312,0.6141403913497925,0.7774254083633423,-0.0017151186475530267,0.9145963191986084,0.42601853609085083,0.348113477230072,0.02289362996816635,0.9983768463134766,0.3650971055030823,0.45072537660598755,-0.0229434035718441,0.9984263181686401,0.31784960627555847,0.13274899125099182,0.20644553005695343,0.428545206785202,0.2523761987686157,0.265339732170105,0.18324488401412964,0.3996207118034363,0.1501465141773224,0.03332662582397461,0.4419870674610138,0.4217653274536133,0.11817503720521927,0.11564186215400696,0.3935185670852661,0.5405523180961609,0.13456490635871887,0.03561708331108093,0.4674544036388397,0.5762252807617188,0.09544587135314941,0.07829540967941284,0.4161193072795868,0.654917299747467,0.14780563116073608,0.03446406126022339,0.46455875039100647,0.3486681282520294,0.09842291474342346,0.12256726622581482,0.38794660568237305,0.407670795917511
0,0.2751889228820801,0.33644795417785645,-0.958369255065918,0.993327260017395,0.2461732029914856,0.2830720543861389,-0.9728676676750183,0.9860150814056396,0.24749906361103058,0.2585785686969757,-0.9730153679847717,0.9892066717147827,0.24928200244903564,0.23747876286506653,-0.9733822345733643,0.9852930903434753,0.24433743953704834,0.3550112843513489,-0.9174809455871582,0.9863883852958679,0.2443327158689499,0.3762710988521576,-0.9179325103759766,0.988058865070343,0.24464468657970428,0.39376550912857056,-0.9183874726295471,0.9858172535896301,0.2726723551750183,0.16496817767620087,-0.860946536064148,0.9930289387702942,0.2648000121116638,0.3867950141429901,-0.6162248849868774,0.9857514500617981,0.3275905251502991,0.28412923216819763,-0.9020474553108215,0.9928759336471558,0.32033002376556396,0.3664114773273468,-0.8329737782478333,0.9892156720161438,0.4427180588245392,0.06977157294750214,-0.8951818943023682,0.9601123332977295,0.4361760914325714,0.42178452014923096,-0.2409573346376419,0.9832214117050171,0.777226984500885,0.2528182864189148,-1.0190606117248535,0.951195240020752,0.6873316168785095,0.5219485759735107,-0.45332396030426025,0.5000624060630798,0.7803665995597839,0.6784852147102356,-1.0353504419326782,0.9389573931694031,0.5372879505157471,0.551496148109436,-1.0055675506591797,0.7607239484786987,0.7866024374961853,0.7976576089859009,-1.098775863647461,0.8983029723167419,0.4983136057853699,0.5502489805221558,-1.0780831575393677,0.6908596754074097,0.7364065647125244,0.7929718494415283,-1.0528020858764648,0.9060577750205994,0.4485580325126648,0.5004903078079224,-1.0525918006896973,0.6684430241584778,0.7325025796890259,0.755597710609436,-1.0057109594345093,0.8843351006507874,0.4829147756099701,0.5397676229476929,-1.0095490217208862,0.6601500511169434,0.8691135048866272,0.11141132563352585,-0.18053275346755981,0.8651443123817444,0.8195219039916992,0.32613036036491394,0.18093153834342957,0.9529027938842773,1.0198746919631958,0.3269354999065399,-0.4064989984035492,0.722658097743988,0.9733114242553711,0.5407204627990723,-0.1466839611530304,0.7306103706359863,1.3007186651229858,0.2936004102230072,0.26655519008636475,0.17729060351848602,1.2975671291351318,0.44395875930786133,0.3726469576358795,0.38069263100624084,1.341125249862671,0.25026464462280273,0.3252888321876526,0.2855598032474518,1.3444387912750244,0.3980615735054016,0.41979721188545227,0.3224807679653168,1.4220242500305176,0.41041427850723267,0.1407439112663269,0.1326247900724411,1.4256551265716553,0.5464497208595276,0.1972981095314026,0.2400713562965393
0,0.8256628513336182,0.5834451913833618,-0.4776475429534912,0.999942421913147,0.8356285095214844,0.6076111793518066,-0.4981832504272461,0.9999597072601318,0.8329195380210876,0.6197803020477295,-0.4980759918689728,0.9999496936798096,0.8296288251876831,0.6333438158035278,-0.4981863796710968,0.9999547004699707,0.8409796953201294,0.5921035408973694,-0.4625263214111328,0.999947190284729,0.8427363038063049,0.5897532105445862,-0.46263739466667175,0.9999308586120605,0.8446835279464722,0.5872461199760437,-0.46278390288352966,0.9999487400054932,0.811752200126648,0.6708900928497314,-0.4705433249473572,0.9999464750289917,0.8345344662666321,0.6049425601959229,-0.31509581208229065,0.9999607801437378,0.798977255821228,0.5949836373329163,-0.45873233675956726,0.9999744892120361,0.80901038646698,0.5757074356079102,-0.41405966877937317,0.9999396800994873,0.7064446210861206,0.6891893744468689,-0.4738878011703491,0.9998247027397156,0.7558073401451111,0.586206316947937,-0.08983221650123596,0.9997232556343079,0.5834967494010925,0.6291812658309937,-0.4430651366710663,0.9820980429649353,0.6815354824066162,0.49491971731185913,0.058102671056985855,0.4993916451931,0.6078664064407349,0.4408848285675049,-0.3677186667919159,0.9561246037483215,0.6221117377281189,0.3881572484970093,0.02898397110402584,0.4397343397140503,0.5972739458084106,0.38918337225914,-0.39331522583961487,0.932641327381134,0.6046785116195679,0.3514845073223114,0.016993112862110138,0.4840530753135681,0.6103902459144592,0.3785812258720398,-0.3958360254764557,0.9347506165504456,0.6095353960990906,0.3537156283855438,-0.019813422113656998,0.4922872483730316,0.6148756146430969,0.3940928876399994,-0.36278754472732544,0.917343258857727,0.611082911491394,0.3622818887233734,0.012455505318939686,0.5115419626235962,0.5193885564804077,0.6603295803070068,-0.14050592482089996,0.9999606609344482,0.5451480746269226,0.5876808166503906,0.1400788277387619,0.9999339580535889,0.544398844242096,0.38651376962661743,-0.29197946190834045,0.9670518636703491,0.5686246156692505,0.3450396955013275,0.07095077633857727,0.6814631223678589,0.3795798718929291,0.4706365168094635,-0.08397120982408524,0.9834046959877014,0.4018329083919525,0.4869474768638611,0.23854614794254303,0.7895224094390869,0.3523576557636261,0.507461428642273,-0.05367284640669823,0.9726320505142212,0.38458889722824097,0.5303052067756653,0.2594781219959259,0.7908381819725037,0.3091219961643219,0.37716037034988403,-0.04147106409072876,0.9801816344261169,0.3379138708114624,0.45089858770370483,0.2707267701625824,0.7769734859466553
0,0.8332929611206055,0.36720389127731323,-0.8813779950141907,0.9998440742492676,0.8511926531791687,0.34879961609840393,-0.8951787352561951,0.9998874664306641,0.8584075570106506,0.35388922691345215,-0.8950712084770203,0.9998904466629028,0.8660210967063904,0.35807326436042786,-0.8953785300254822,0.9999405145645142,0.8336388468742371,0.3287564516067505,-0.8817785382270813,0.999870777130127,0.8295252919197083,0.3218202590942383,-0.8819515705108643,0.9997923970222473,0.8259361386299133,0.31521329283714294,-0.8819730877876282,0.9998075366020203,0.8865607380867004,0.36448338627815247,-0.7776331305503845,0.9999798536300659,0.8280897736549377,0.3057159185409546,-0.7138254642486572,0.9998812675476074,0.8391433954238892,0.40443190932273865,-0.8183860778808594,0.9999836683273315,0.8218510746955872,0.3807428777217865,-0.7999541163444519,0.9999488592147827,0.9155052304267883,0.5295923948287964,-0.6089884638786316,0.9999971389770508,0.792514979839325,0.2920674979686737,-0.37786585092544556,0.9999288320541382,0.9364364147186279,0.7842695116996765,-0.5270598530769348,0.999733030796051,0.7454679012298584,0.327410489320755,-0.022535083815455437,0.7217538952827454,0.8262222409248352,0.875108540058136,-0.5806158781051636,0.9970665574073792,0.6961383819580078,0.42947813868522644,0.09555716067552567,0.7261093258857727,0.7951730489730835,0.9038660526275635,-0.6122230887413025,0.988347589969635,0.6777790784835815,0.4590913653373718,0.11299799382686615,0.6412163972854614,0.7873072624206543,0.8540309071540833,-0.6471143364906311,0.9884887337684631,0.6860047578811646,0.46478256583213806,0.07004471868276596,0.6422030925750732,0.7953323721885681,0.8393152356147766,-0.5875253081321716,0.9852550029754639,0.6961589455604553,0.46240681409835815,0.08642710745334625,0.6246381402015686,0.7914693355560303,0.7030798196792603,-0.07699283212423325,0.9975785613059998,0.7285181879997253,0.5697792768478394,0.07781238108873367,0.996945321559906,0.5961405038833618,0.6615777015686035,-0.23667211830615997,0.7939012050628662,0.5555611252784729,0.6025952100753784,-0.14938940107822418,0.8010408282279968,0.404064416885376,0.7511588335037231,-0.16058476269245148,0.5318952202796936,0.30700868368148804,0.6636056900024414,-0.1806800216436386,0.597664475440979,0.3758161962032318,0.7831940054893494,-0.1567430943250656,0.622776210308075,0.30362898111343384,0.7349097728729248,-0.18988855183124542,0.5529565215110779,0.32437166571617126,0.6780287027359009,-0.3047547936439514,0.5181131362915039,0.24830646812915802,0.6278656721115112,-0.3532256484031677,0.5517194271087646
0,0.7580288648605347,0.44937044382095337,-0.02917429991066456,0.998930037021637,0.7831670045852661,0.4510679244995117,-0.08539998531341553,0.9993650317192078,0.7829095721244812,0.452383816242218,-0.0853453129529953,0.9993818998336792,0.7824184894561768,0.45368722081184387,-0.0854383036494255,0.99919193983078,0.7865978479385376,0.45646947622299194,-0.04490242525935173,0.9987460374832153,0.7888658046722412,0.46116334199905396,-0.04489988461136818,0.9988030195236206,0.7908616065979004,0.4658738374710083,-0.04511845484375954,0.9990969896316528,0.7844493389129639,0.4898316264152527,-0.2206532210111618,0.9994539618492126,0.7914602160453796,0.5060210824012756,-0.036651164293289185,0.999645471572876,0.7380099296569824,0.4677216112613678,-0.06947822868824005,0.9996672868728638,0.7430350184440613,0.47537124156951904,-0.015672598034143448,0.999599039554596,0.6552685499191284,0.5511111617088318,-0.291069358587265,0.9998289346694946,0.7350267767906189,0.5940971970558167,0.022429928183555603,0.9998111128807068,0.5616475343704224,0.37400200963020325,-0.20967784523963928,0.9822894930839539,0.6621742248535156,0.4720284640789032,0.09056730568408966,0.5773966908454895,0.6248865723609924,0.37555640935897827,0.013175499625504017,0.7580501437187195,0.6545515656471252,0.40315404534339905,0.021753821521997452,0.4157862961292267,0.6134237051010132,0.3599458932876587,0.006074052304029465,0.7115362286567688,0.6240822076797485,0.37792879343032837,0.009042926132678986,0.4517008662223816,0.6297733783721924,0.3832141160964966,-0.012327064760029316,0.7336382865905762,0.6260786056518555,0.40283066034317017,-0.008965635672211647,0.46201619505882263,0.6293656826019287,0.38706448674201965,0.011836613528430462,0.7445018887519836,0.6349867582321167,0.4207576811313629,0.013421558775007725,0.4742417335510254,0.3506035804748535,0.5227981209754944,-0.10996329039335251,0.9999852180480957,0.4360627233982086,0.5497606992721558,0.10992932319641113,0.9999077320098877,0.2791251838207245,0.19938987493515015,-0.12933753430843353,0.9970046877861023,0.45476898550987244,0.22408005595207214,0.2629621922969818,0.4675978422164917,0.146575927734375,0.4149381220340729,0.03608439862728119,0.9844617247581482,0.36719316244125366,0.3492961823940277,0.4089481234550476,0.27190887928009033,0.14378900825977325,0.47296884655952454,0.0652066245675087,0.986239492893219,0.34911632537841797,0.40589722990989685,0.42616236209869385,0.3504650890827179,0.08040055632591248,0.44883689284324646,0.20935149490833282,0.9720010161399841,0.32271015644073486,0.32056063413619995,0.53534334897995,0.3509376347064972
0,0.509467363357544,0.3019539415836334,-0.2120017260313034,0.9990218877792358,0.5023899674415588,0.28521472215652466,-0.2439085692167282,0.9990184307098389,0.5041913986206055,0.28255319595336914,-0.2438819408416748,0.9989894032478333,0.5061765909194946,0.2796829640865326,-0.24393372237682343,0.9991925358772278,0.4989381730556488,0.28451070189476013,-0.2176893651485443,0.9992262125015259,0.4980917274951935,0.2815852165222168,-0.21786198019981384,0.9993526339530945,0.4971303641796112,0.2784140110015869,-0.21802015602588654,0.9994409680366516,0.5203970670700073,0.25581860542297363,-0.3101530969142914,0.9983306527137756,0.508565366268158,0.252979040145874,-0.19183461368083954,0.9994206428527832,0.5273687243461609,0.29825666546821594,-0.22802139818668365,0.9994919300079346,0.5232036113739014,0.29796791076660156,-0.193047434091568,0.9995941519737244,0.6127609014511108,0.27507898211479187,-0.3116755783557892,0.9989708662033081,0.5256204605102539,0.2132856249809265,-0.10786539316177368,0.9998406171798706,0.6504176259040833,0.4357594847679138,-0.29105424880981445,0.8843845129013062,0.5516377687454224,0.3875882625579834,-0.04312482848763466,0.30783456563949585,0.6234604120254517,0.5667170286178589,-0.24357962608337402,0.9344651699066162,0.5686629414558411,0.5242964625358582,-0.07805843651294708,0.5276094675064087,0.6143527030944824,0.6160019636154175,-0.2789011299610138,0.897631049156189,0.5597530603408813,0.562436580657959,-0.09252472221851349,0.5043742060661316,0.5982486009597778,0.6135215759277344,-0.2841816246509552,0.8993270397186279,0.5679687261581421,0.5663003921508789,-0.12685604393482208,0.5054646134376526,0.6003969311714172,0.5998003482818604,-0.2481279969215393,0.8839483261108398,0.5772408843040466,0.5603397488594055,-0.0930587649345398,0.49380940198898315,0.7403243184089661,0.28685954213142395,-0.07418864220380783,0.9990850687026978,0.686152458190918,0.2542317807674408,0.07427827268838882,0.9982519745826721,0.6697338819503784,0.45233818888664246,-0.0979999452829361,0.9164759516716003,0.5707600712776184,0.37159520387649536,0.10257861763238907,0.2805159091949463,0.6470712423324585,0.5912721753120422,0.03735031187534332,0.8928384184837341,0.6295272707939148,0.5267209410667419,0.1817406266927719,0.3265262544155121,0.6589519381523132,0.599076509475708,0.0507974848151207,0.7943204641342163,0.6505671143531799,0.5340468883514404,0.18700537085533142,0.2971137762069702,0.5916389226913452,0.6657228469848633,0.032432254403829575,0.8748942017555237,0.6116410493850708,0.6010334491729736,0.16527052223682404,0.39624178409576416
0,0.32061994075775146,0.5488506555557251,-0.3182488977909088,0.9991729855537415,0.2972759008407593,0.5519452691078186,-0.35659393668174744,0.999424934387207,0.29681217670440674,0.5489534735679626,-0.3565191924571991,0.9994485974311829,0.2968474328517914,0.5460293292999268,-0.3566282093524933,0.999578058719635,0.29533034563064575,0.556050181388855,-0.3102852702140808,0.9992920160293579,0.2931252121925354,0.5556362271308899,-0.31046557426452637,0.9989631175994873,0.2913287281990051,0.5549425482749939,-0.310698539018631,0.999247670173645,0.2937158942222595,0.5183515548706055,-0.4266737699508667,0.99893718957901,0.2838551998138428,0.526369035243988,-0.22410044074058533,0.9990420937538147,0.33292508125305176,0.521713137626648,-0.33273425698280334,0.9983845949172974,0.33297914266586304,0.5275269746780396,-0.2742084860801697,0.998008668422699,0.40175145864486694,0.40193450450897217,-0.4598895311355591,0.996196985244751,0.3020485043525696,0.4004165232181549,-0.03976467624306679,0.9897423982620239,0.5671562552452087,0.34845882654190063,-0.3903335630893707,0.898239254951477,0.35895389318466187,0.40306204557418823,0.24621504545211792,0.1230720728635788,0.4659714698791504,0.5082941651344299,-0.17394019663333893,0.6680393815040588,0.3325446844100952,0.5120341777801514,0.47488051652908325,0.16437411308288574,0.4419131875038147,0.5384932160377502,-0.1842280775308609,0.655192494392395,0.3236824572086334,0.5355691313743591,0.509904146194458,0.2039356678724289,0.424923300743103,0.531834065914154,-0.2034941166639328,0.6775708198547363,0.3197914659976959,0.5402961373329163,0.5000563263893127,0.21410727500915527,0.43056750297546387,0.5178247690200806,-0.172941654920578,0.6589870452880859,0.32779282331466675,0.5308067798614502,0.4786817133426666,0.20262369513511658,0.5344849824905396,0.1493643820285797,-0.1510426253080368,0.9978901743888855,0.511387288570404,0.153370201587677,0.1515650451183319,0.9950786828994751,0.7365880608558655,0.23892180621623993,-0.24957312643527985,0.9307291507720947,0.6678008437156677,0.083792544901371,0.4676971137523651,0.28055819869041443,0.8984740972518921,0.10169791430234909,-0.32016846537590027,0.871755063533783,0.7599202394485474,-0.05194179713726044,0.7973241806030273,0.17046327888965607,0.9110888838768005,0.052449606359004974,-0.3228859007358551,0.8515813946723938,0.7693291902542114,-0.09135769307613373,0.8329223990440369,0.2712949216365814,0.9860540628433228,0.18494151532649994,-0.37660032510757446,0.7938710451126099,0.8197780847549438,-0.017105698585510254,0.8736746907234192,0.19258396327495575
